UKPRN,HE Provider,Austria,Belgium,Bulgaria,Canary Islands,Croatia,Cyprus (European Union),Cyprus not otherwise specified,Czech Republic,Denmark,Estonia,Finland,France,French Guiana,Germany,Gibraltar,Greece,Guadeloupe,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Martinique,Netherlands,Poland,Portugal,Romania,Réunion,Slovakia,Slovenia,Åland Islands,Spain,Sweden,European Union not otherwise specified,Total European Union,Total
10001546,The College of Integrated Chinese Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10001478,"City, University of London",45,65,50,0,10,150,0,30,35,5,20,175,0,240,10,370,0,25,90,295,20,35,25,10,0,40,45,40,105,0,15,5,0,95,85,25,"2,145","7,215"
10013357,The Academy of Contemporary Music,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,35,45
10001653,Conservatoire for Dance and Drama,0,5,0,0,0,5,0,0,5,0,5,30,0,5,0,5,0,5,15,30,0,0,0,0,0,5,5,15,5,0,0,0,0,20,10,0,175,390
10007761,Courtauld Institute of Art,5,5,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,15,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,65,160
10001726,Coventry University,5,35,250,0,0,90,0,10,5,30,5,125,0,30,5,125,0,5,90,30,65,165,5,10,0,20,105,15,465,0,10,0,0,35,15,0,"1,750","9,100"
10007822,Cranfield University,10,20,5,0,0,10,0,5,5,0,5,320,0,80,0,80,0,20,35,100,5,0,0,5,0,35,80,25,10,0,0,5,0,175,5,0,"1,050","2,320"
10006427,University for the Creative Arts,5,10,15,0,0,50,0,0,0,5,15,15,0,20,5,45,0,0,10,25,10,20,5,5,0,5,15,20,15,0,0,0,0,20,5,0,335,670
10007842,University of Cumbria,0,0,0,0,0,30,0,0,0,0,5,10,0,35,0,5,0,0,50,5,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,165,290
10001883,De Montfort University,5,10,5,0,0,235,0,0,10,0,5,30,0,45,5,45,0,5,55,20,0,70,5,10,0,10,40,10,10,0,5,0,0,15,10,0,660,"2,810"
10007851,University of Derby,25,5,15,0,0,80,0,5,0,10,0,10,0,20,5,20,0,5,50,20,45,55,5,5,0,15,85,20,95,0,5,0,0,15,5,0,625,"1,305"
10007852,The University of Dundee,15,15,80,0,5,70,0,5,10,10,40,75,0,125,5,90,0,15,160,75,55,75,15,5,0,15,50,15,25,0,15,5,0,40,45,0,"1,155","2,515"
10007143,University of Durham,25,40,30,0,0,40,0,5,15,0,10,115,0,165,10,50,0,45,30,105,15,20,20,5,0,50,20,10,25,0,5,10,0,60,30,0,960,"4,640"
10007789,The University of East Anglia,10,25,15,0,0,45,0,5,5,5,10,75,0,85,5,45,0,10,65,80,10,25,10,0,0,25,25,25,30,0,5,0,0,55,15,5,720,"4,065"
10007144,The University of East London,5,10,15,0,0,30,0,0,10,0,10,35,0,40,5,100,0,5,95,50,15,20,5,5,0,10,20,15,20,0,5,5,0,25,20,0,565,"1,785"
10007823,Edge Hill University,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,5,0,0,70,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,120,255
10007772,Edinburgh Napier University,20,15,105,0,5,10,10,40,20,15,40,185,0,325,0,100,0,25,200,95,30,70,20,25,0,30,55,15,30,0,15,0,0,75,40,0,"1,610","2,770"
10007790,The University of Edinburgh,105,125,205,0,15,95,0,55,45,55,75,185,0,380,0,290,0,55,245,255,20,175,45,20,0,135,150,50,100,0,100,25,0,185,150,0,"3,335","10,075"
10007791,The University of Essex,5,20,105,0,0,385,0,10,5,15,10,215,0,75,0,135,0,5,60,100,10,135,10,5,0,20,20,25,285,0,35,0,0,50,15,0,"1,755","4,690"
10008229,EThames Graduate School Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10007792,The University of Exeter,30,65,65,0,0,25,0,20,15,5,15,250,0,145,10,60,0,40,50,100,0,40,20,5,0,35,30,30,60,0,15,0,0,100,25,5,"1,265","5,225"
10008640,Falmouth University,0,0,5,0,0,5,0,0,0,0,0,10,0,10,0,5,0,0,5,10,0,5,0,0,0,5,5,5,5,0,0,0,0,10,10,0,100,305
10033187,Fairfield School of Business Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10045476,Met Film School Limited,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,35,75
10004511,The National Film and Television School,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,30,60
10038763,ForMission Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10022087,Futureworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10007762,Glasgow Caledonian University,5,5,70,0,0,30,0,5,5,5,25,30,0,60,0,50,0,10,160,45,15,30,10,10,0,10,25,10,10,0,5,0,0,25,30,0,690,"2,255"
10002681,Glasgow School of Art,5,0,5,0,0,0,0,5,20,0,5,20,0,20,0,15,0,10,25,5,5,15,5,0,0,5,15,10,10,0,0,0,0,10,25,0,230,500
10007794,The University of Glasgow,45,70,380,0,5,35,150,75,20,25,135,170,0,330,0,265,0,110,185,150,60,155,40,10,0,55,105,40,155,0,80,15,0,175,165,0,"3,200","7,335"
10007145,University of Gloucestershire,5,0,5,0,0,0,0,0,0,0,5,5,0,10,0,5,0,0,20,5,0,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,85,380
10007833,Glyndŵr University,0,5,5,0,0,5,0,0,0,0,5,345,0,250,0,10,0,0,10,5,0,0,0,0,0,0,15,5,5,0,0,0,0,45,0,0,710,"1,685"
10002718,Goldsmiths College,15,15,10,0,0,20,0,5,35,5,15,70,0,100,0,65,0,10,45,135,5,15,10,5,0,35,30,25,15,0,5,5,0,60,25,0,785,"2,115"
10002735,Grafton College,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,5,0,5,0,15,0,0,0,15,10,10,50,0,0,0,0,0,5,0,125,135
10007146,The University of Greenwich,15,25,160,0,5,25,0,10,10,15,5,90,0,85,0,105,0,10,70,110,20,45,10,10,0,35,25,30,155,0,10,0,0,35,30,0,"1,150","4,245"
10007937,GSM London,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,165
10007825,Guildhall School of Music and Drama,5,5,10,0,0,5,0,5,5,5,5,25,0,10,0,5,0,0,5,5,0,0,0,0,0,10,15,15,5,0,0,0,0,25,5,0,160,295
10040812,Harper Adams University,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,50,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,80,215
10007764,Heriot-Watt University,10,10,35,0,5,45,0,5,5,5,20,110,0,165,0,135,0,15,60,70,25,50,10,5,0,25,50,15,10,0,10,0,0,110,20,0,"1,020","3,685"
10007147,University of Hertfordshire,5,10,15,0,5,115,0,0,10,5,5,35,0,70,15,45,0,5,160,40,30,70,5,5,0,25,30,20,15,0,10,0,0,45,30,10,825,"4,165"
10007765,Heythrop College,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,80
10042194,Holborn College Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75
10007148,The University of Huddersfield,5,0,60,0,0,180,0,35,10,5,0,85,0,35,5,45,0,0,25,10,30,120,0,5,5,5,60,5,120,0,5,0,0,15,5,0,890,"3,220"
10007149,The University of Hull,5,5,20,0,0,95,0,5,5,5,0,305,0,50,0,35,0,5,25,35,10,40,5,5,0,15,20,25,50,0,5,0,0,30,5,0,810,"3,115"
10003270,"Imperial College of Science, Technology and Medicine",45,100,35,0,5,150,0,20,15,10,15,415,0,330,5,275,0,35,85,305,5,15,25,15,0,70,80,75,110,0,30,15,0,250,45,0,"2,595","7,965"
10007766,Institute of Education,5,0,0,0,0,25,0,0,5,0,0,15,0,15,0,75,0,0,25,20,0,0,0,10,0,10,0,5,0,0,0,0,0,10,0,0,225,855
10035638,Institute of Contemporary Music Performance,0,5,0,0,5,5,0,0,0,0,5,15,0,10,0,5,0,5,5,40,0,0,0,0,0,5,0,10,5,0,5,0,0,10,5,0,145,200
10007767,Keele University,5,10,5,0,0,20,0,5,0,0,5,15,0,10,10,25,0,0,20,15,0,0,0,0,0,5,10,5,5,0,0,0,0,20,5,0,200,"1,500"
10003566,Kensington College of Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007150,The University of Kent,20,60,40,0,5,175,0,15,10,10,30,365,0,160,10,220,0,20,35,145,10,20,50,10,0,50,35,40,55,0,20,0,0,130,35,0,"1,760","4,685"
10003645,King's College London,65,145,165,5,10,115,0,40,45,15,45,590,0,370,10,210,0,45,165,410,5,15,35,20,0,120,105,70,120,0,45,10,0,195,90,20,"3,305","8,365"
10003678,Kingston University,25,30,35,0,0,145,0,10,15,5,10,60,0,100,40,175,0,10,110,125,15,25,5,15,0,30,45,55,55,0,10,5,0,95,30,0,"1,290","4,055"
10007768,The University of Lancaster,20,15,125,0,0,200,0,5,10,5,10,80,0,90,10,100,0,15,35,110,10,65,15,10,0,10,60,55,55,0,15,5,0,95,20,0,"1,255","4,355"
10003854,Leeds Arts University,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,30
10003861,Leeds Beckett University,5,15,5,0,0,85,0,5,5,0,5,25,0,40,35,35,0,5,40,30,5,5,0,5,0,15,10,10,5,0,5,0,0,45,5,0,440,"2,070"
10007795,The University of Leeds,10,35,70,0,5,185,0,5,5,10,15,100,0,100,10,105,0,20,55,115,30,45,5,5,0,35,30,20,45,0,5,0,0,90,15,0,"1,175","6,195"
10003863,Leeds Trinity University,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,40
10007796,The University of Leicester,10,20,20,0,0,190,0,10,5,5,5,80,0,45,5,70,0,15,30,60,5,25,10,10,0,25,25,10,20,0,10,5,0,35,10,0,755,"6,055"
10007151,The University of Lincoln,10,5,5,0,0,5,0,0,0,0,20,10,0,50,5,30,0,0,10,20,0,5,5,5,0,15,5,10,0,0,0,0,0,15,5,0,230,"1,700"
10003956,Liverpool Hope University,0,0,0,0,0,0,0,0,0,0,0,5,0,10,5,5,0,0,40,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,85,220
10003957,Liverpool John Moores University,0,0,5,0,5,25,0,0,5,0,5,10,0,30,20,40,0,0,75,10,0,5,5,5,0,15,10,5,5,0,0,0,0,10,10,0,300,"1,275"
10003945,The Liverpool Institute for Performing Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,160
10006842,The University of Liverpool,5,5,35,0,0,50,0,5,5,5,5,35,0,60,5,60,0,10,80,65,5,15,5,5,0,15,30,15,25,0,10,0,0,60,15,0,635,"6,865"
10007162,"University of the Arts, London",45,55,45,0,10,35,0,15,55,20,55,305,0,180,5,115,0,40,65,345,35,55,10,10,0,55,140,95,40,0,25,15,0,155,120,0,"2,140","8,140"
10004060,London School of Business and Finance (UK) Limited,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,0,40,125
10007769,London Business School,10,20,5,0,0,0,0,0,10,0,5,50,0,65,0,10,0,5,5,40,0,0,5,0,0,20,5,20,10,0,0,0,0,25,5,0,320,"1,240"
10007797,University of London (Institutes and activities),0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,5,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,110
10004006,London Centre of Contemporary Music,0,0,0,0,0,0,0,0,5,0,0,15,0,5,0,5,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,70,110
10015506,The London College UCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55
10004048,London Metropolitan University,20,30,55,0,0,40,0,15,25,25,70,95,0,100,5,70,0,10,55,230,20,55,10,5,0,25,80,60,75,0,15,0,0,75,55,0,"1,320","1,940"
10004078,London South Bank University,0,15,30,0,0,20,0,0,5,5,5,55,0,85,5,40,0,10,80,70,15,10,5,0,0,10,20,20,25,0,5,0,0,45,35,0,625,"1,860"
10004063,London School of Economics and Political Science,65,90,35,0,5,60,0,20,60,0,30,300,0,480,0,90,0,15,55,220,5,15,20,5,0,80,60,25,25,0,15,5,0,80,45,0,"1,905","7,055"
10007771,London School of Hygiene and Tropical Medicine,0,10,0,0,0,0,0,0,5,0,0,15,0,20,0,5,0,0,10,20,0,0,0,5,0,10,0,5,0,0,0,0,0,15,5,0,135,605
10022285,London School of Management Education,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,35,35
10004075,London School of Theology,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
10004079,London Studio Centre,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,25,45
10000939,West London College,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,0,70,305
10008289,The London Institute of Banking & Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10004113,Loughborough University,10,35,65,5,0,50,0,10,10,0,5,50,0,65,10,85,0,5,50,60,10,10,25,15,0,30,10,15,25,0,5,0,0,80,10,0,750,"2,945"
10004180,The Manchester Metropolitan University,5,10,45,0,0,230,0,5,5,5,5,35,0,70,15,105,0,10,70,45,20,25,5,5,0,15,25,15,55,0,5,0,0,70,5,0,915,"2,150"
10007798,The University of Manchester,25,55,150,5,10,225,0,30,25,15,15,160,0,190,5,185,0,30,80,160,30,70,10,10,0,40,80,40,315,0,30,5,0,180,40,0,"2,210","12,215"
10030776,St Mellitus College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10004351,Middlesex University,10,10,45,0,0,100,5,5,5,30,5,45,0,80,5,50,0,5,90,55,20,295,5,15,0,30,330,105,105,0,50,0,0,40,35,0,"1,590","4,310"
10004450,Mountview Academy of Theatre Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10
10023454,Moorlands College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10004538,Nazarene Theological College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007799,Newcastle University,10,10,70,0,0,110,0,10,5,10,5,55,0,100,20,160,0,10,45,70,15,70,5,10,0,85,25,20,30,0,5,0,0,50,15,0,"1,015","6,615"
10007832,Newman University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15
10008397,Norland College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10007138,The University of Northampton,0,5,10,0,5,10,0,0,0,5,5,10,0,20,15,10,0,0,30,20,10,10,0,5,0,20,10,5,55,0,0,0,0,15,5,0,280,"1,505"
10001282,University of Northumbria at Newcastle,0,5,15,0,0,85,0,5,5,0,5,35,0,55,25,35,0,5,50,20,5,50,5,0,0,15,5,5,25,0,0,0,0,25,15,0,495,"3,320"
10004775,Norwich University of the Arts,0,0,5,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,50,95
10007154,University of Nottingham,35,55,85,0,0,265,0,15,10,10,15,120,0,125,5,110,0,15,70,170,15,50,10,20,0,35,45,35,70,0,15,5,0,100,30,0,"1,540","7,245"
10004797,The Nottingham Trent University,10,10,85,0,0,95,0,20,0,5,10,45,0,65,15,40,0,5,45,55,10,15,10,5,0,15,60,20,15,0,15,0,0,40,10,0,720,"3,450"
10007773,The Open University,0,10,0,0,0,35,0,0,5,0,0,20,0,90,5,0,0,0,25,5,0,0,5,0,0,10,0,0,0,0,0,0,0,10,5,0,230,315
10004930,Oxford Brookes University,15,20,35,0,0,25,0,5,10,0,15,130,0,140,20,80,0,10,35,100,15,15,5,5,0,25,25,30,40,0,15,0,0,85,30,0,930,"3,260"
10007774,The University of Oxford,70,85,50,0,20,20,0,35,50,10,30,215,0,625,5,80,0,15,110,225,10,20,25,5,0,180,130,45,90,0,30,25,0,115,65,0,"2,400","7,345"
10006243,St Patrick's International College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,15,90
10042570,Pearson College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
10005127,Arts University Plymouth,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,35,45
10007801,University of Plymouth,5,15,15,5,0,70,0,10,10,10,0,45,0,210,10,130,0,5,50,50,20,15,5,5,0,25,25,10,10,0,5,5,0,35,5,0,805,"2,500"
10007155,The University of Portsmouth,10,5,80,0,0,310,0,5,0,10,5,45,0,50,10,90,0,10,35,45,20,60,5,0,0,10,15,15,110,0,5,0,0,30,15,0,"1,015","3,895"
10005337,"Queen Margaret University, Edinburgh",5,5,25,0,0,15,0,5,10,5,30,35,0,50,0,35,0,15,315,25,10,30,0,5,0,10,25,5,10,0,10,0,0,30,15,0,730,"1,100"
10007775,Queen Mary University of London,30,45,70,0,10,135,5,30,15,5,25,160,0,155,0,155,0,30,40,285,10,20,15,10,0,30,60,35,70,0,25,5,0,95,55,0,"1,635","5,270"
10005544,Royal Academy of Dance,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
10005389,Ravensbourne University London,0,0,5,0,0,5,0,0,0,0,5,10,0,5,0,5,0,0,0,15,5,0,0,0,0,5,10,0,0,0,0,0,0,5,5,0,85,165
10005470,"Richmond, The American International University in London",0,5,15,0,0,0,0,0,5,0,0,15,0,15,0,5,0,5,0,25,0,0,0,0,0,5,5,5,5,0,0,0,0,25,5,0,160,530
10007802,The University of Reading,10,25,55,0,0,190,0,10,10,0,5,45,0,85,15,115,0,5,35,75,0,5,10,10,0,15,20,25,25,0,5,0,0,40,10,0,850,"3,850"
